,ALink,SName,SLink,Lyric,Idiom
907,/ac-dc/,big jack,/ac-dc/big-jack.html,steam burning workin line pot getting ready he working hard lovin big jack way wink satisfaction going bad defender smoking holy joe he big pretender look jack he way big jack big jack natural scratch big jack big jack youve reputation really knack big jack big jack said he one full sack big jack look jack he always back never leave dollar racking ball fast back standing tall hears siren he gonna put rack he bad reputation climbing bar gonna press flesh rockin rollin soldier he last well tell jack he way big jack big jack natural scratch big jack big jack always trouble turn way big jack big jack always party girl play big jack look jack he always back big jack big jack natural scratch big jack big jack youve reputation really knack big jack big jack said aint one big sack big jack lookout jack aint need worry he always back,ENGLISH
908,/ac-dc/,black ice,/ac-dc/black-ice.html,well devil may care toss em back man last black ice end end line end road black ice black ice bleeding crowd watching woman many mile ill never take run forty mile runnin late live devil callin aint gonna around black ice black ice black ice devil callin aint gonna around black ice livin long livin long sleep alone gonna take gonna rip ill kick creep crawl street ill gouge eye black ice black ice black ice black ice life black ice life black ice life devil callin aint gonna around ill kick creep crawl street gouge eye black ice,ENGLISH
909,/ac-dc/,bonny,/ac-dc/bonny.html,song question loch lomond something following ill take high road youll take low road ill scotland afore ye true love never meet bonny bonny bank loch lomond,ENGLISH
910,/ac-dc/,boogie man,/ac-dc/boogie-man.html,people say night maybe folk might right people say drive cadillac car sell ware hauntin hotel bar boogie man [yeah] boogie man [yeah yeah yeah] fine suit smoke best cigar talkin sex woman girl fast car might bed ready bite little girl careful tonight [cause] boogie man boogie man hope misunderstand boogie man [oh boogie man boogie man yes boogie man boogie man yow hope misunderstand boogie man] let sun boogie man boogie man boogie man [im boogie man boogie man boogie man boogie man boogie man boogie man yeah yeah boogie man boogie man boogie man],ENGLISH
911,/ac-dc/,borrowed time,/ac-dc/borrowed-time.html,word gettin ready gonna pay union man runnin light loadin heavy action hot town city gonna free jump jive kissin life gettin gritty mule kick mule ride yes oh thats way ooh gonna road chorus cause livin borrowed way ill mine livin borrowed need shove need sign sign oh yeah call name call crazy try stop feel way game whoop daisy another girl make day yes thats way yes gonna road cause livin borrowed way ill mine cause livin borrowed need shove need sign long goodbye good luck au revoir baby look people never let loose cause livin borrowed way ill mine livin borrowed need shove need sign yes livin borrowed livin borrowed livin borrowed need shove need sign sign ohh need sign show way,ENGLISH
912,/ac-dc/,brain shake,/ac-dc/brain-shake.html,alright hold tight really wanna ball tonight bender space defender joy floor ill tight toe toe black widow fee fi fum smell blood rock roll drive rockin suicide foot jumpin shes joy ride joy ride joy ride shes joy ride rockin suicide brain shake brain shake brain shake take brain shake brain shake brain shake shes mean lean rockin machine hip huggin blue jean dream shes woman worth givin sweet sweet kissin lip runnin round toe toe black widow fee fi fum smell blood rock roll drive rockin suicide foot jumpin shes joy ride joy ride joy ride shes joy ride rockin suicide brain shake brain shake brain shake ready shake brain shake brain shake brain shake brain shake brain shake brain shake mercy sake brain shake brain shake brain shake cause shes joy ride joy ride joy ride shes drive rockin suicide brain shake brain shake brain shake brain shake ready shake brain shake brain shake brain shake brain shake brain shake brain shake mercy sake brain shake brain shake brain shake could take brain shake brain shake brain shake cant fake brain shake brain shake brain shake well brain shake brain shake brain shake mercy sake brain shake brain shake brain shake brain brain brain shake,ENGLISH
913,/ac-dc/,breaking rules,/ac-dc/breaking-the-rules.html,black sheep renegade hot feel cool shade street shuffle tough childhood examination done good tall bar hotwired car speed veems cheap cigar rebellion today kick way right ok keep breaking rule ready rule top break neighborhood hard case who good living trash society rash ready brain ready gash bad deal real rough ride side rebellion today kick way right ok keep breaking rule ready rule top break regulation tie regulation shoe regulation fool regulation rule keep breaking rule ready rule ready ready rule oh take tie regulation shoe nothing bunch regulation fool regulation rule going thing way every day every way,ENGLISH
914,/ac-dc/,burnin alive,/ac-dc/burnin-alive.html,burnin alive set soul fire runnin gun place gonna burn firewater novacaine thunderstorm john wayne kid rock nowhere run watch cause place gonna burn burnin alive burnin alive smokin hide runnin wild tell nothin fear cause buck stop came little town called hope someday maybe itll smoke firewater novacaine thuderstorm john wayne kid rock nowhere run watch cause place gonna burn burnin alive burnin alive burnin alive burnin alive war war burnin alive burnin alive somewhere there little town called hope someday maybe baby hell inhale smoke burnin alive burnin alive war war hear battle roar war burnin alive burnin alive watch place burn,ENGLISH
915,/ac-dc/,cod,/ac-dc/c-o-d.html,call dove cry bitch cream dream cause itch call doctor cash demand enough rope might even hang cod care devil cod devil cod care devil care devil curse love cause pain crime day call doctor cash demand give finger theyll take hand cod care devil cod devil cod care devil care devil devil call dove cry bitch sign sinner size itch cod care devil cod devil cod care devil care devil paying paying paying cod care devil care devil curse love,ENGLISH
916,/ac-dc/,sit next girl,/ac-dc/can-i-sit-next-to-you-girl.html,met girl first saturday night standing queue odeon alright took surprise threw one line started smiling real fine thats sayayayayayayay sit next girl intermission alright guy came stood side took surprise threw one line started smiling real fine thats sayayayayayayay sit next girl,ENGLISH
917,/ac-dc/,cant stand still,/ac-dc/cant-stand-still.html,see pretty woman give thrill shes tailor made order cant stand still wont need doctor cause itll cure ill hear noisy party give chill rockin rollin cant stand still morning till midnight cant stand still cant stand still cant stand still cant stand still cant stand still morning till midnight cant stand still oh yeah sippin honey drink fill ill dancin water cant stand still morning till midnight cant stand still oh yeah cant stand still cant stand still cant stand still cant stand still morning till midnight cant stand still cant stand still cant stand still baby cant stand still cant stand still morning till midnight cant cant stand still,ENGLISH
918,/ac-dc/,cant stop rock roll,/ac-dc/cant-stop-rocknroll.html,give line better run thorn side give give give give lie cant stop rock roll cant stop rock roll play jive bit fun side much crap make blind give give give give line cant stop rock roll cant stop rock roll cant stop rock roll cant stop rock roll said ah ah ah ah ah ah ah ah ah cant stop rock roll cant stop rock roll cant stop rock roll cant stop rock roll listen everybody say ah ah ah ah ah ah cant stop rock roll cant stop rock roll said cant stop rock roll cant stop rock roll,ENGLISH
919,/ac-dc/,carry home,/ac-dc/carry-me-home.html,bartender working late night shift shes bonka blond bon aim midnight drift dance band playing old slam sinking whiskey sipping fine wine trying prove well hardly move ive reputation lying line baby good dog help blind wont carry home truck pick aint lady youve sure taste men head arm leg aching head blow back breakin id hate spoil show ive spent next week wage right coin want half past four want close joint cant afford taxi late bus ive told friend mine someone trust carry home wont carry home carry home let lie beer drank booze half mine bleary eyed waiting sunshine kill man threw floor matter might well try find fucking door excuse seen big plastic bag cause gonna sick dead drunk heaven hanging upside getting leaving think gonna drown carry home wont carry home help carry home carry home wont,ENGLISH
920,/ac-dc/,caught pants,/ac-dc/caught-with-your-pants-down.html,runnin round wrong crowd goin last stand playin hard loud bad card bad hand wanna dance wanna sing whip lickin thing tonight gonna kick drivin big truck maybe ill beat caught pant lining roll call goin big bang gettin caught shootout take hard big man woman workin hot givin everything never gonna stop tonight gonna kick drivin big truck maybe ill beat caught pant take em rip stockins place start rockin woman mission stick face caught pant caught pant,ENGLISH
922,/ac-dc/,cold hearted man,/ac-dc/cold-hearted-man.html,one knew came never knew call call pa born someone else one fooled messed round cause afraid aint lie ice eye leeroy kincaid cold hearted man one lover heart hand cold hearted man cant trust nothing understand cold hearted man cold hearted man snake friend didnt need one hurt pride deep inside another mother son reputation broken glass everybody prayed life street happened meet leeroy kincaid cold hearted man one lover heart hand cold hearted man cant trust nothing understand cold hearted man cold hearted man sometimes cant see side well hidden naked eye one lover heart hand two loser broken man cold hearted man,ENGLISH
923,/ac-dc/,come get,/ac-dc/come-and-get-it.html,picking sleaze car hell distance far burning road night scold ill bite finer thing life think live paradise ive filly wrapped red upon double decker bed want want want want suckin juice bar downin every shooter far checkin girl sight gonna blow right finer thing life think live paradise ive filly wrapped red upon double decker bed want want want want said want want yeah listen want want said want want want want want right,ENGLISH
924,/ac-dc/,cover oil,/ac-dc/cover-you-in-oil.html,slip something good see young girl neighborhood way move must confess run hand leg way dress look fine ill make wet ill make mine [gonna make mine] hard slow [she slow] right honey let baby want way move [baby feel want] feel need let [baby feel need] cover oil wanna cover oil [let cover oil] let cover oil [i wanna cover oil] cover oil [let cover oil] [yeah] pull zip give good lip service nothing show pay see make hot spray lot [so] comin honey headin top way push give dime [she give dime] abuse life gonna make satisfied shes kinda rough give tough honey strut stuff baby [feel] want way move [baby] feel need let cover oil wanna cover oil [cover oil] let cover oil [i wanna cover oil] cover oil [let cover oil] [lets ooooh yeah yeeeeeeeah baby want way move feel need let yeah cover oil cover oil let cover oil wanna cover oil wanna cover oil cover oil let cover oil cover oil cover oil,ENGLISH
925,/ac-dc/,crabsody blue,/ac-dc/crabsody-in-blue.html,well moved crawled around walkin sideways sideway walkin give blue start scratch start hatch walkin sideways sideway walkin give blue oh start bite saw light appointment start scream thats apply cream blue ointment oh well doctor said make em dead walkin sideways sideway walkin give blue start scream thats apply cream blue ointment start itch take bitch appointment well rub rub stop em walking sideway walkin give blue sideway walkin sideway walkin blue give blue blue give blue,ENGLISH
926,/ac-dc/,cyberspace,/ac-dc/cyberspace.html,oh yeah high tail face black hole rockin place hong kong video big bang mad blow cyberspace look gonna race eight ball pack big bone juke box jack hot star burnin full moon runnin amok cyberspace look gonna race blow cyberspace blow cyberspace gotta place blow big hole cyberspace octane track flat chat smash mach blow burnin hot mile high take right top cyberspace look gonna race blow cyberspace blow cyberspace,ENGLISH
928,/ac-dc/,damned,/ac-dc/damned.html,smoke fight light cigarette else youll wind joke right sit tight fool around guest uncle sam stand look right slouch stand ease allow sex knee snap jump master plan ill damned well ill damned ill damned drink smoke damned steal joke ill damned broke damned damned talk fool try mess around ill make monkey outta sign name right dotted line boy ill damned ill damned drink smoke damned steal joke ill damned broke damned damned yeah ill damned drink smoke damned steal joke ill damned broke damned damned ill damned drink smoke damned steal joke ill damned broke damned damned ill damned ill damned ill damned ill damned ill damned ill damned,ENGLISH
929,/ac-dc/,danger,/ac-dc/danger.html,talk stranger keep away danger talk stranger smile keep away danger keep away red light flashin there misunderstandin bruised broke bandaged drinkin brandy table came back gotta hit bottle head hit floor refro danger danger talk stranger stranger danger talk danger danger talk stranger danger danger talk keep away red light still flashin people still dancin head ive done thinkin another night drinkin one raisin hell wasnt doin harm cop could appreciate natural charm repete refro talk stranger repete refroduas vezes talkin stranger town clown,ENGLISH
930,/ac-dc/,decibel,/ac-dc/decibel.html,take kick heel lookin fine riding blind rollin back wind blowin ya gonna move sweating heat soak make crawl night decibel decibel deep inside waving smiled give rock roll theyre love love rain theyre rocking standing proud decibel thats history rock roll decibel rain coming gonna ride along hundred mile getting night til dawn spread joy going yeah hard long staring shock hit ground decibel decibe decibel rolling back decibel decibel,ENGLISH
931,/ac-dc/,deep hole,/ac-dc/deep-in-the-hole.html,ive enchained shackle woman blame hell misery cant find way outta shoot burnin fear goin stretch year way deep deep deep hole deep deep deep hole hole well deep deep woman deep hole sinking floor cant touch wall pull string violin bow make sing fire load aint slave told sold soul deep deep deep hole deep deep deep hole hole well deep deep woman deep hole,ENGLISH
932,/ac-dc/,dirty deeds done dirt cheap,/ac-dc/dirty-deeds-done-dirt-cheap.html,havin trouble high school head he givin blue wanna graduate bed here gotta pick phone always home call ring hey lead life crime dirty deed done dirt cheap dirty deed done dirt cheap dirty deed done dirt cheap dirty deed theyre done dirt cheap dirty deed theyre done dirt cheap problem life love broken heart he double dealin best friend thats teardrop star fella pick phone alone make social call right forget bout well ball hey dirty deed done dirt cheap dirty deed done dirt cheap dirty deed done dirt cheap dirty deed theyre done dirt cheap dirty deed theyre done dirt cheap yeahhh lady want gone aint gut keep naggin night day enough drive nut pick phone leave alone made stand fee happy back door man hey dirty deed done dirt cheap dirty deed done dirt cheap dirty deed done dirt cheap dirty deed theyre done dirt cheap yeah dirty deed theyre done dirt cheap dirty deed theyre done dirt cheap dirty deed theyre done dirt cheap concrete shoe cyanide tnt done dirt cheap neck tie contract high voltage done dirt cheap dirty deed done dirt cheap dirty deed done dirt cheap dirty deed done dirt cheap dirty deed dirty deed dirty deed done dirt cheap ahhhhh,ENGLISH
933,/ac-dc/,dirty eyes,/ac-dc/dirty-eyes.html,hypnotize honey yeah honey mmm good right every night turn light outta sight alright hypnotize mesmerize dirty eye dirty eye dirty eye breathin breathin heavy bon breathes heavy heavy heavy breathin send shiver spine bad mine thats turn night long hypnotize mezmorize dirty eye dirty eye dirty eye dirty eye dirty eye dirty eye dirty eye dirty eye love dirty eye dirty eye dirty eye right dirty eye dirty eye dirty eye dirty eye dirty eye dirty eye dirty eye,ENGLISH
934,/ac-dc/,dog eat dog,/ac-dc/dog-eat-dog.html,well dog eat dog eat cat french eat frog eat business man make deal trust sign life away write name dust hey hey hey every dog day dog eat dog dog eat dog dog eat dog read news someone win someone lose ups down limbo win lose anybodys game hey hey hey every dog day dog eat dog dog eat dog eye eye tooth tooth lie thats truth see blind man street lookin somethin free hear kind man ask friend whats hey hey hey every dog day dog eat dog dog eat dog dog eat dog dog eat dog dog eat dog dog eat dog dog eat dog dog eat dog dog eat dog dog eat dog,ENGLISH
935,/ac-dc/,dogs war,/ac-dc/dogs-of-war.html,dog war dog war dog war dog war dog war youve pattern man let guess need feel touch right underneath light taking rich game aint plan feel booth ground talk blew around stanch bullet shooting whistle soldier fortune searching premade face game marching everything well dog war well dog war dog war send dog war ill find find night granary grinding fight keep tight keep laugh smile stanch bullet shutting whistle soldier fortune searching premade face game marching everything well dog war well dog war dog war send dog war well dog war well dog war dog war well dog war well dog war dog war dog war well dog war well dog war well dog war yeah well dog war,ENGLISH
936,/ac-dc/,borderline,/ac-dc/down-on-the-borderline.html,shes idle child high society never pushed broom physically eye nose never spill whiskey fill cup borderline spread round show neon sign saying touch devil deep blue sea use begger hold [chorus] borderline shes danger sign borderline getting line borderline feel good borderline borderline borderline borderline shoot dice claim dream pull without thought shes watch pocket dry queen heart kill ace high borderline shes idle child high society never pushed broom physically eye nose never spill whiskey fill cup gonna meet want meet borderline,ENGLISH
937,/ac-dc/,payment blues,/ac-dc/down-payment-blues.html,evil gotta aint much nothing mean lot living shoestring fifty cent millionaire open charity rock roll welfare sitting cadillac listening radio suzy baby tell wanna living nightmare shes looking wet dream cadillac cant afford gasoline hole shoe way overdue payment blue steady job responsibility cant even feed cat social security hiding rent man oh make wanna cry sheriff knocking door aint funny fly sitting sailing boat sipping champagne suzy baby sea say wanna feeling paper cup floating storm drain sailing boat cant afford drop rain hole shoe way overdue payment blue payment blue payment blue payment blue hole shoe way overdue payment blue,ENGLISH
938,/ac-dc/,emission control,/ac-dc/emission-control.html,here emission see wild fragrance honey remember make sound give around sky emission control emission control emission control emission control good soul yeah emission love alive take mind lion strike strike reach alright reach sky emission control emission control emission control emission control good soul yeah emission give give give give give give,ENGLISH
939,/ac-dc/,evil walks,/ac-dc/evil-walks.html,black shadow hangin shoulder black mark name green eye couldnt colder there bad poison runnin vein evil walk behind evil sleep beside evil talk arouse evil walk behind black widow weaving evil notion dark secret bein spun web good men goin ocean cant swim cause theyre tied bed evil walk behind evil sleep beside evil talk arouse evil walk behind cry wolf sometimes wonder park broom oh black widow cmon weave web drown ocean em tied bed dark dark secret green green eye black widow,ENGLISH
940,/ac-dc/,fire guns,/ac-dc/fire-your-guns.html,wild beast making man choice kiss sweet lip divine move drip sweat eye blue body curve leg thatll break nose fire shes going fire make drown fire blow round want fun fire gun lady pace hard sell drip sex well move long long leg eye blue body curve leg thatll shake earth fire shes going fire make drown fire blow round want fun fire gun,ENGLISH
941,/ac-dc/,first blood,/ac-dc/first-blood.html,screaming feeling need little loving healing want stuff cause hot touch wanna little squeezing touch teasing maybe wrong maybe right every night baby way gonna make night day want first blood look eye thirst blood need disguise bad dog back first blood first blood hot hot cause touch want much baby way gonna make every night day first blood look eye thirst blood need disguise bad dog back first blood first blood want first blood look eye thirst blood need disguise bad dog back first blood first blood want first blood look eye thirst blood need disguise bad dog back first blood want first blood hot first blood right hot shot bad dog back want first blood,ENGLISH
942,/ac-dc/,flick switch,/ac-dc/flick-of-the-switch.html,well there love gone mine suicidal voltage line send signal distress devil evil shes reelin rockin machine flick switch flick switch shell blow sky high flick switch flick switch satisfy shes gonna blow sky high flash eye electrify power force feel devil evil shes screamin lightnin machine flick switch flick switch shell blow sky high flick switch flick switch satisfy give pain blow brain flick switch flick switch flick switch shell blow sky high flick switch satisfy flick switch gonna burn flick switch raise ground flick switch flick switch flick switch gonna give pain flick switch gonna blow brain blow brain gonna put light,ENGLISH
943,/ac-dc/,fling thing,/ac-dc/fling-thing.html,ill take high road youll take low road ill scotland afore ye true love never meet bonny bonny bank loch lomond,ENGLISH
944,/ac-dc/,fly wall,/ac-dc/fly-on-the-wall.html,dance night rock roll music itching fight makin love drunk stoned lookin dollar brokenboned game tough tame end sweatin rain trapped fly wall caged lke zoo animal escape fate make snake ive take watch there fly wall take chance take bite rock roll devil take tonight bitch makin heat beatin chest lickin foot game tough tame ending sweatin rain watch there fly wall trapped fly wall caged zoo animal escape fate make snake ive take there fly wall,ENGLISH
945,/ac-dc/,rock salute,/ac-dc/for-those-about-to-rock-we-salute-you.html,roll tonight [were tonight] guitar bite yeah yeah oh stand counted receive dealer well give everything need hail hail good cause rock right way aint legend aint cause livin today rock salute rock salute rock dawn front line bolt right blue sky alight guitar bite head roll rock tonight rock salute rock salute rock salute yes rock salute oooh salute oooh ooooh yeah battery hire guitar fire ready aimed pick ball load cannon twentyone gun salute rock fire salute rock salute rock fire salute fire salute salute whooa rock salute rock salute rock salute rock salute shoot shoot shoot shoot rock yeah aint gonna tired wont take break salute salute salute salute fire,ENGLISH
946,/ac-dc/,get hot,/ac-dc/get-it-hot.html,going town gonna party use nobody playing manilow nobody playing soul one playing hard good old rock roll hot hot baby hot hot hot alright moving motorway whole lotta booze sweet little mother whose nothing lose gonna bend string enough light fire conduct choir body right place well set world fire,ENGLISH
947,/ac-dc/,get,/ac-dc/get-it-out.html,going town gonna party use nobody playing manilow nobody playing soul one playing hard good old rock roll chorus hot hot baby hot hot hot alright moving motorway whole lotta booze sweet little mother whose nothing lose gonna bend string enough light fire body right place well set world fire chorus,ENGLISH
948,/ac-dc/,gimme bullet,/ac-dc/gimme-a-bullet.html,word way way letting knew game called play oh hit low said way ill mine thats start doctor doctor aint cure pain heart chorus gimme bullet bite something chew gimme bullet bite ill make believe ill make believe need drink need drug need sympathy sooner later send bill shes doin ill call right long distance lip telephone tomorrow grip alone chorus bullet bite gimme bullet bite cmon yeah yeah bullet bite bullet chew ill make believe ill make believe gimme bullet bite bullet baby wanna bullet bite,ENGLISH
949,/ac-dc/,girls got rhythm,/ac-dc/girls-got-rhythm.html,ive around world ive seen million girl aint one lady shes steal spotlight knock foot shes enough start landslide walking street wearing dress tight looking dynamite enough blow doubt cant live without chorus girl rhythm girl rhythm shes backseat rhythm girl rhythm shes lethal brand much man give first degree really satisfies love till legless aching sore enough stop freight train start third world war losing sleep deep body need love doubt cant live without move sin let liquid love doubt cant live without really rhythm shes backseat rhythm rock roll rhythm girl rhythm,ENGLISH
950,/ac-dc/,give,/ac-dc/give-it-up.html,oh yeah well word fighting around cause nothin matter cause aint clear well could monday could even sunday cant stand distance better disappear make clear ready rock gonna rip ready rock yeah gonna stick give give whip stick shout loud give give give give yeah well there big storm howlin around wine sinnin beer gonna aim fire rocket aint damn way stop sure fire bullet outta said make clear ready rock yeah gonna rip ready rock yeah gonna stick give give said whip gotta stick shout loud give give give give going crazy wild man night take pick anything give give sitting pretty ready bite givin bit cream delight give give give give give give whip gotta stick shout loud give around givin give give give givin whippin whippin givin stick stick stick em givin give around give give give give givin stickin givin givin give make clear,ENGLISH
951,/ac-dc/,givin dog bone,/ac-dc/givin-the-dog-a-bone.html,take easy going knee going devil ninety degree shes blowing crazy till ammunition dry shes using head shes using head shes using head giving dog bone shes mona lisa shes playboy star shell send heaven explode mar shes using head shes using head shes using head giving dog bone power union hit hot shell give lot given everything ive given dog bone,ENGLISH
952,/ac-dc/,go,/ac-dc/go-down.html,one two three ruby ruby long done took drinkin whiskey baby since gone aint one good lickin lickin stick way lip make strong man weak heathen pray tell aint way speak way mary mary one way hum sting bumble bee bzzzz ill around see bout bout half past ten aint felt good since touch need much finger tip honey love taste lovely lip baby ooh baby rub yknow sticky sweet long else touch let thing let woman oh feel good ah feel good oh yeah ah aaahhhh oh yeah yeah loved much make glad man,ENGLISH
953,/ac-dc/,go zone,/ac-dc/go-zone.html,young young johnson want relaxation need thats rest recreation need vacation far better thing money need private eye forget fbi co beaver sing let closin zone ready fly zone standin high zone block zone ready rock zone gotta candy gotta sugar sweet wanna give treat givin direction use foot street baby gotta travel south south hungry mouth youll find friend bitter end zone ready fly zone standin high zone block zone ready rock zone gonna find aint red light stop ticket zone ready fly zone standin high zone block zone ready rock zone ready fly zone standin high zone block zone ready rock zone,ENGLISH
954,/ac-dc/,gone shootin,/ac-dc/gone-shootin.html,feel pressure rise hear whistle blow found ticket roller chord packed heart travelling bag never said bye bye something missing neighbourhood cry eye favourite tune gone shootin baby gone shootin rub soap around second skin backed favourite nag could never win took number another town took another pill running overdrive overkill never made past bedroom door aiming gone shootin shes gone gone gone gone gone shootin baby gone shootin gonna gun look look sure loaded used love,ENGLISH
955,/ac-dc/,good bye good riddance bad luck,/ac-dc/good-bye-good-riddance-to-bad-luck.html,burned booze nothing lose run money disposable blue sleazy hotel living hell girl hustle nothing sell want something nothing always keep pushing shoving game always trouble forever detained goodbye goodbye goodbye good riddance bad luck well spread news there free man loose back jail chasing flue padlock chain broken chain lay claim monetary gain wonder whats coming take freedom loving lust taste eye wide open wild game goodbye goodbye goodbye good riddance bad luck,ENGLISH
956,/ac-dc/,got rock roll thunder,/ac-dc/got-some-rock-roll-thunder.html,well headin midget house gettin hungry gettin mean gettin easy street luck find feelin dust gettin wild ya ready around rock roll thunder rock roll thunder yes workin heat roll keep hangin rock roll beat stain easy street hanger anger need yo luck kid round help show ive found cant admit fo ya burned ya town cant admit fo ya see ya need rock roll thunder rock roll thunder hey hey ya feelin ready ready roll rock roll thunder hey hey hey hey hey hey rock roll thunder rock roll thunder hey hey ya feelin ready ready roll rock roll thunder rock roll thunder,ENGLISH
957,/ac-dc/,got balls,/ac-dc/got-you-buy-the-balls.html,hey mister businessman head company looking lady one please hey mister businessman one tease special service french quantity wont sacrifice want tonight wont across unless there money hand shes calling shot ball hey mister businessman high society play school girl spank please wont sacrifice want tonight wont across unless there money hand overtime ball kiss ball goodbye live drive ball short curlies ball ball,ENGLISH
958,/ac-dc/,guns hire,/ac-dc/guns-for-hire.html,word ive gunning real entertainer mischief maker lover fixed abode quick draw floor law give sweet talker lover sin want look woman gun hire shoot desire gun hire shoot desire wanted poster needed man running right across land smooth operator big dictator gonna mark brand gun hire shoot desire gun hire shoot desire quick draw floor big shot hot trot big shot take lot never drop real entertainer mischief maker lover seven language chorus gun hire shoot desire gun hire shoot desire shoot desire shoot desire gun hire shoot desire shot cant drop girl,ENGLISH
959,/ac-dc/,hail caesar,/ac-dc/hail-caesar.html,count monte cristo could quake day maybe somebody siam begin era new rage keep lickin honey chewin fat rake instead sending lion cover praise hail caesar hail hail epicenter thing started heatin rockin richter scale swingin chariot around around senator rehearse tale starring coliseum tied upon rack thumb caesar stab back hail caesar hail hail epicenter thing started heatin rockin richter scale swingin chariot around around senator rehearse tale watch caesar said hail hail hail hail caesar hail hail ________ rustu pai,ENGLISH
960,/ac-dc/,hard rock,/ac-dc/hard-as-a-rock.html,rollin rock electric shock give lickin stop line em push round smokin ring going round round hot potato elevate bad behaviour leave standing proud hard rock hard rock well harder rock hard rock well harder rock lightnin rod strike hot gonna hit rushmore rock nicotine pipe dream low dirty darn right mean hell elevator ill see later aint gonna take bustin hard rock hard rock well harder rock hard rock well harder rock harder rock hard rock getting harder harder rock well harder rock hard rock baby harder rock hard rock harder rock,ENGLISH
961,/ac-dc/,hard times,/ac-dc/hard-times.html,zero low slow make quick make body shake theyll try hold put ya round tryna hold back ya rail track hard goin south care mine gonna make far feelin rough heart pumpin foot jumpin hard lovin keep runnin theyll try hold put ya round tryna hold back ya rail track hard goin south cross line gonna make far feelin rough hard diddo find line hard make blind hard hard shell good hard hard shell good hard sand cross land hard make worth hard sand cross land hard make worth [],ENGLISH
962,/ac-dc/,drink,/ac-dc/have-a-drink-on-me.html,whiskey gin brandy glass pretty handy tryin walk straight line sour mash cheap wine join drink boy gonna make big noise worry bout tomorrow take today forget cheque well hell pay drink yeah drink yeah drink drink cmon dizzy drunk fightin tequila white lightnin yes glass getting shorter whiskey ice water yeah cmon good blinded outta mind worry bout tomorrow take today forget cheque well hell pay drink yeah drink yeah drink drink stoned drink drink drink cmon gonna roll around gonna hit ground take another swing another drink gonna drink dry gonna high cmon boy make noise drink drink drink drink drink drink drink drink drink,ENGLISH
963,/ac-dc/,heatseeker,/ac-dc/heatseeker.html,gettin ready rock gettin ready roll gonna turn heat gonna fire coal gotta keep motor turnin gotta keep engine clean gotta keep tyre burnin ive best youve ever seen co heatseeker chargin sky heatseeker need life preserver need one hose hose getting ready break ready shoe shake head blow ya gotta keep woman firin gotta keep circuit clean gotta make sound siren gotta hear lady scream co heatseeker burnin town heatseeker need life preserver need one hose hose heatseeker wanna see see white eye heatseeker gonna measure gonna try size heatseeker ya gotta keep motor turnin ya gotta keep engine clean ya gotta keep tyre burnin best youve ever seen heatseeker need life preserver need one hose heatseeker heatseeker heatseeker street feel heat,ENGLISH
964,/ac-dc/,hell aint bad place,/ac-dc/hell-aint-a-bad-place-to-be.html,hey yeah sometimes think woman kinda hot sometimes think woman sometimes put fool around satisfaction piece action aint way need lovin man shes gotta see pours beer lick ear brings devil hell aint bad place spends money drink booze stay every night thinkin hey minute somethin aint right disillusion confusion make wanna cry oh shame playin game tellin lie mind playin demon long hell could say heavenly hell aint bad place late night turn light close open heart tear apart brings devil hell aint bad place said hell aint bad place hell aint bad place hell aint bad place,ENGLISH
965,/ac-dc/,hell high water,/ac-dc/hell-or-high-water.html,watch outta way ya hear say everybody choose prove rock roll mama told papa scold superstition black cat cradle dancing table snake mama scold daddy scold told show told hell high water hell high water hell high water hell high water blood money lying back teeth fighting main street breathe last breath mama told poor boy home hot loving trigger happy feeling touching teasing bad mama told papa scold told showed rock rolled hell high water hell high water hell high water hell high water hell hell hell give em hell hell high water hell high water hell high water hell high water hell high water hell high water hell high water hell high water hell high water hell high water hell high water hell hell hell,ENGLISH
966,/ac-dc/,hells bells,/ac-dc/hells-bells.html,rolling thunder pouring rain comin hurricane lightning flashing across sky young gonna die wont take prisoner wont spare life nobody putting fight bell gonna take hell gonna ya satan ya hell bell yeah hell bell ringing hell bell temperature high hell bell ill give black sensation spine evil friend mine see white light flashing split night co god left stickin right wont take prisoner wont spare life nobody puttin fight bell gonna take hell gonna ya satan ya hell bell yeah hell bell ringing hell bell temperature high hell bell yeow hell bell satan comin hell bell he ringing hell bell temperature high hell bell across sky hell bell theyre takin hell bell theyre draggin hell bell gonna split night hell bell there way fight yeah ow ow ow ow hell bell,ENGLISH
967,/ac-dc/,high voltage,/ac-dc/high-voltage.html,well ask bout clothes wear ask grow hair ask band dig doin one night stand wanna see thing gotta plug high said high high voltage rock roll high voltage rock roll high voltage high voltage high voltage rock roll rock roll ask dance ask sing ask play kick way ask let hear shout high said high high voltage rock roll high voltage rock roll high voltage high voltage high voltage rock roll rock roll said high said high waaaah high voltage rock roll high voltage rock roll high voltage high voltage high voltage rock roll mumble mumble spotlight put light happy hour high voltage rock roll high voltage rock roll wine woman song high voltage high voltage wine woman song high voltage rock roll star bar aroundspotlights footlights take em por erik kyo,ENGLISH
